account_id,account_name,contact_person,country,segment,fund_size_eur,strategic_priority_flag
ACME-EU-00546,Rhone Global Partners (546),Klaus Fischer,DE,PIAO,3302018816.7401237,False
ACME-EU-00547,Ironclad Holdings (547),Hans Schmidt,DE,PIAO,2614024560.883938,False
ACME-EU-00548,Vanguard Legacy (548),Klaus Fischer,CH,PIAO,118936246.93619852,False
ACME-EU-00549,Silverstone Ventures (549),Marie Lefebvre,NL,FAM,2069250755.0040689,True
ACME-EU-00550,Elysian Fund Mgmt (550),Klaus Fischer,DE,PIAO,1496942847.881542,True
ACME-EU-00551,Elysian Fund Mgmt (551),Sarah Müller,LU,PIAO,3740780233.7695584,False
ACME-EU-00552,Marathon Growth (552),Klaus Fischer,FR,FAM,1042180098.0925753,False
ACME-EU-00553,Ironclad Holdings (553),Julia Weber,LU,FAM,1026895216.383065,True
ACME-EU-00554,Ironclad Holdings (554),Luca Bianchi,FR,FAM,948405697.1436466,False
ACME-EU-00555,Crestview Asset (555),Marie Lefebvre,IT,FAM,628952450.1680233,True
ACME-EU-00556,Obsidian Capital (556),Julia Weber,NL,FAM,1555724011.3507662,False
ACME-EU-00557,Solaris Institutional (557),Hans Schmidt,CH,PIAO,4429724650.102682,True
ACME-EU-00558,Nordic Horizon Wealth (558),Ana Garcia,BE,PIAO,3874867433.057469,False
ACME-EU-00559,Luminara Equity (559),Robert de Jong,LU,PIAO,3676520830.3176603,False
ACME-EU-00560,Rhone Global Partners (560),Paolo Romano,LU,FAM,3986886691.4441633,False
ACME-EU-00561,Azure Blue Fund (561),Sofia Conti,IT,PIAO,1347820028.7585287,True
ACME-EU-00562,Pioneer Equities (562),Luca Bianchi,FR,FAM,4437321012.071687,False
ACME-EU-00563,Summit Trust (563),Sofia Conti,CH,FAM,687379572.3328804,False
ACME-EU-00564,Crestview Asset (564),Klaus Fischer,IT,PIAO,1682392287.8511941,False
ACME-EU-00565,Aragon Strategic (565),Erik Janssen,NL,FAM,2934153846.717747,False
ACME-EU-00566,Vanguard Legacy (566),Luca Bianchi,CH,FAM,515422536.6216611,False
ACME-EU-00567,Stellar Partners (567),Sarah Müller,NL,PIAO,3650920808.6943483,True
ACME-EU-00568,Crestview Asset (568),Erik Janssen,DE,FAM,1936842994.9691713,False
ACME-EU-00569,Silverstone Ventures (569),Marco Moretti,ES,FAM,3922243922.376392,False
ACME-EU-00570,Rhone Global Partners (570),Jean-Pierre Dubois,DE,PIAO,2464988531.637429,False
ACME-EU-00571,Obsidian Capital (571),Jean-Pierre Dubois,NL,FAM,905191747.6022564,True
ACME-EU-00572,Solaris Institutional (572),Jean-Pierre Dubois,LU,FAM,3674074294.9653664,False
ACME-EU-00573,Marathon Growth (573),Marco Moretti,CH,PIAO,1261467635.2388787,False
ACME-EU-00574,Nexus Capital EU (574),Sofia Conti,FR,PIAO,2454560696.038946,True
ACME-EU-00575,Obsidian Capital (575),Sarah Müller,BE,PIAO,378590812.51538116,False
ACME-EU-00576,Vertex Portfolio (576),Erik Janssen,FR,PIAO,3089715405.4057713,True
ACME-EU-00577,Elysian Fund Mgmt (577),Marco Moretti,CH,FAM,3329622973.31517,False
ACME-EU-00578,Marathon Growth (578),Jean-Pierre Dubois,DE,FAM,1893992375.653945,True
ACME-EU-00579,Vertex Portfolio (579),Hans Schmidt,BE,PIAO,4772159478.825048,False
ACME-EU-00580,Luminara Equity (580),Elena Rossi,CH,FAM,4370970438.48886,False
ACME-EU-00581,Vertex Portfolio (581),Erik Janssen,NL,FAM,3539996637.7842336,False
ACME-EU-00582,Summit Trust (582),Marie Lefebvre,LU,PIAO,3568546720.39422,False
ACME-EU-00583,Nordic Horizon Wealth (583),Ana Garcia,FR,PIAO,1262756172.995814,True
ACME-EU-00584,Aragon Strategic (584),Marco Moretti,NL,FAM,3284419340.2111564,False
ACME-EU-00585,Luminara Equity (585),Sarah Müller,BE,PIAO,991833119.9123627,False
ACME-EU-00586,Vanguard Legacy (586),Sarah Müller,BE,PIAO,720872116.3751907,False
ACME-EU-00587,Aragon Strategic (587),Marie Lefebvre,FR,PIAO,4997340003.118698,False
ACME-EU-00588,Silverstone Ventures (588),Julia Weber,NL,FAM,3112257281.4343977,False
ACME-EU-00589,Pioneer Equities (589),Elena Rossi,IT,PIAO,2155508375.4132953,False
ACME-EU-00590,Ironclad Holdings (590),Erik Janssen,NL,FAM,1441534449.8968728,False
ACME-EU-00591,Obsidian Capital (591),Robert de Jong,BE,FAM,3019998297.867475,False
ACME-EU-00592,Ironclad Holdings (592),Luca Bianchi,NL,FAM,248917947.59221053,False
ACME-EU-00593,Stellar Partners (593),Jean-Pierre Dubois,LU,PIAO,474310271.5334705,False
ACME-EU-00594,Rhone Global Partners (594),Erik Janssen,CH,PIAO,165250632.00424132,False
ACME-EU-00595,Elysian Fund Mgmt (595),Klaus Fischer,DE,PIAO,2496349996.480046,False
ACME-EU-00596,Summit Trust (596),Robert de Jong,LU,PIAO,3003432539.3067255,False
ACME-EU-00597,Azure Blue Fund (597),Julia Weber,IT,PIAO,313336327.02774644,True
ACME-EU-00598,Nordic Horizon Wealth (598),Jean-Pierre Dubois,ES,FAM,3606401113.027084,False
ACME-EU-00599,Crestview Asset (599),Elena Rossi,CH,FAM,1152744962.5013075,False
ACME-EU-00600,Alpine Peak Capital (600),Paolo Romano,DE,FAM,3426322067.3955607,False
ACME-EU-00601,Nexus Capital EU (601),Klaus Fischer,ES,PIAO,4909503803.036193,False
ACME-EU-00602,Summit Trust (602),Julia Weber,FR,FAM,3455838244.399202,False
ACME-EU-00603,Ironclad Holdings (603),Sofia Conti,ES,FAM,4416082071.565119,False
ACME-EU-00604,Nordic Horizon Wealth (604),Jean-Pierre Dubois,CH,PIAO,4741044335.208593,False
ACME-EU-00605,Silverstone Ventures (605),Elena Rossi,NL,PIAO,2434268490.7132254,False
ACME-EU-00606,Silverstone Ventures (606),Isabelle Fournier,CH,FAM,3511922572.1191144,False
ACME-EU-00607,Summit Trust (607),Robert de Jong,LU,FAM,4259994298.525653,False
ACME-EU-00608,Crestview Asset (608),Robert de Jong,ES,PIAO,1783687955.4590561,False
ACME-EU-00609,Vanguard Legacy (609),Luca Bianchi,BE,PIAO,1307725185.485414,False
ACME-EU-00610,Solaris Institutional (610),Marie Lefebvre,DE,PIAO,4733046265.318915,False
ACME-EU-00611,Vanguard Legacy (611),Elena Rossi,DE,PIAO,3631791198.343721,False
ACME-EU-00612,Ironclad Holdings (612),Marco Moretti,ES,FAM,1099190984.7457557,False
ACME-EU-00613,Silverstone Ventures (613),Isabelle Fournier,DE,FAM,2245967879.9878907,False
ACME-EU-00614,Alpine Peak Capital (614),Paolo Romano,BE,PIAO,3982462395.919509,False
ACME-EU-00615,Aragon Strategic (615),Hans Schmidt,CH,FAM,2735767891.601292,False
ACME-EU-00616,Rhone Global Partners (616),Jean-Pierre Dubois,DE,FAM,3250110538.7312794,False
ACME-EU-00617,Silverstone Ventures (617),Klaus Fischer,ES,PIAO,3769087242.0232167,False
ACME-EU-00618,Obsidian Capital (618),Isabelle Fournier,IT,FAM,3110423934.856094,False
ACME-EU-00619,Elysian Fund Mgmt (619),Elena Rossi,IT,FAM,2700856530.289057,False
ACME-EU-00620,Vanguard Legacy (620),Sofia Conti,FR,FAM,3748321807.6544795,False
ACME-EU-00621,Nordic Horizon Wealth (621),Ana Garcia,LU,PIAO,3638087614.1255713,False
ACME-EU-00622,Nordic Horizon Wealth (622),Jean-Pierre Dubois,DE,PIAO,3149732128.5157113,False
ACME-EU-00623,Elysian Fund Mgmt (623),Sarah Müller,LU,FAM,1799587277.4962661,False
ACME-EU-00624,Rhone Global Partners (624),Robert de Jong,CH,PIAO,2029654648.9091578,False
ACME-EU-00625,Nordic Horizon Wealth (625),Sofia Conti,ES,PIAO,4852222305.871603,False
ACME-EU-00626,Nordic Horizon Wealth (626),Marie Lefebvre,DE,PIAO,562817275.5253376,False
ACME-EU-00627,Nexus Capital EU (627),Elena Rossi,NL,FAM,1343256081.3469238,False
ACME-EU-00628,Nexus Capital EU (628),Paolo Romano,BE,FAM,2462516394.262474,False
ACME-EU-00629,Azure Blue Fund (629),Sarah Müller,DE,PIAO,4183811701.0327854,False
ACME-EU-00630,Vanguard Legacy (630),Luca Bianchi,DE,FAM,819214642.9849095,False
ACME-EU-00631,Stellar Partners (631),Klaus Fischer,LU,FAM,1385496136.0049248,False
ACME-EU-00632,Aragon Strategic (632),Erik Janssen,LU,FAM,329925290.75839967,False
ACME-EU-00633,Stellar Partners (633),Julia Weber,IT,FAM,3530220344.9880414,False
ACME-EU-00634,Silverstone Ventures (634),Hans Schmidt,BE,FAM,1191808967.942605,False
ACME-EU-00635,Azure Blue Fund (635),Hans Schmidt,ES,PIAO,1943985078.6040814,False
ACME-EU-00636,Ironclad Holdings (636),Sofia Conti,DE,FAM,2219063533.7013097,True
ACME-EU-00637,Ironclad Holdings (637),Sarah Müller,IT,FAM,4456678364.096672,False
ACME-EU-00638,Luminara Equity (638),Erik Janssen,LU,FAM,2057240121.3658528,False
ACME-EU-00639,Silverstone Ventures (639),Erik Janssen,FR,PIAO,726979874.55633,False
ACME-EU-00640,Vanguard Legacy (640),Robert de Jong,BE,PIAO,2622050376.7622647,False
ACME-EU-00641,Vertex Portfolio (641),Luca Bianchi,IT,PIAO,4814827015.2485,True
ACME-EU-00642,Alpine Peak Capital (642),Ana Garcia,IT,FAM,3038820519.613004,True
ACME-EU-00643,Vertex Portfolio (643),Robert de Jong,CH,PIAO,4916952715.082402,False
ACME-EU-00644,Beacon Asset Corp (644),Isabelle Fournier,IT,PIAO,4205695437.3854117,False
ACME-EU-00645,Alpine Peak Capital (645),Marie Lefebvre,CH,PIAO,180792815.3108506,False
ACME-EU-00646,Rhone Global Partners (646),Hans Schmidt,DE,PIAO,3292339577.289832,False
ACME-EU-00647,Summit Trust (647),Isabelle Fournier,DE,FAM,1434547620.9118605,False
ACME-EU-00648,Marathon Growth (648),Paolo Romano,LU,PIAO,2798524661.3679748,False
ACME-EU-00649,Silverstone Ventures (649),Jean-Pierre Dubois,FR,PIAO,1397446609.4652016,False
ACME-EU-00650,Marathon Growth (650),Marco Moretti,NL,FAM,1745003212.6098466,True
ACME-EU-00651,Nordic Horizon Wealth (651),Elena Rossi,NL,FAM,4615920390.059143,False
ACME-EU-00652,Vanguard Legacy (652),Klaus Fischer,NL,PIAO,1034009281.2736348,False
ACME-EU-00653,Obsidian Capital (653),Luca Bianchi,LU,FAM,4370671481.0111265,False
ACME-EU-00654,Crestview Asset (654),Robert de Jong,CH,PIAO,153258582.54441354,False
ACME-EU-00655,Crestview Asset (655),Hans Schmidt,LU,FAM,455291815.3098722,False
ACME-EU-00656,Nordic Horizon Wealth (656),Isabelle Fournier,BE,FAM,4273520531.8799334,True
ACME-EU-00657,Stellar Partners (657),Julia Weber,BE,PIAO,3153149598.5150676,False
ACME-EU-00658,Alpine Peak Capital (658),Sofia Conti,FR,FAM,3736433454.0597115,False
ACME-EU-00659,Solaris Institutional (659),Marie Lefebvre,BE,PIAO,1047878936.4384494,False
ACME-EU-00660,Azure Blue Fund (660),Marie Lefebvre,NL,FAM,2685880194.4949274,False
ACME-EU-00661,Beacon Asset Corp (661),Jean-Pierre Dubois,NL,PIAO,3686358898.6329527,False
ACME-EU-00662,Elysian Fund Mgmt (662),Elena Rossi,LU,FAM,3136943370.9143023,False
ACME-EU-00663,Alpine Peak Capital (663),Elena Rossi,IT,FAM,2359022135.689156,True
ACME-EU-00664,Elysian Fund Mgmt (664),Marie Lefebvre,BE,FAM,4798959148.402136,False
ACME-EU-00665,Summit Trust (665),Marie Lefebvre,LU,FAM,3381110509.933773,True
ACME-EU-00666,Alpine Peak Capital (666),Erik Janssen,DE,FAM,4538846250.405949,False
ACME-EU-00667,Summit Trust (667),Robert de Jong,DE,PIAO,3649122787.3568325,False
ACME-EU-00668,Crestview Asset (668),Erik Janssen,IT,FAM,3677582179.459818,False
ACME-EU-00669,Azure Blue Fund (669),Luca Bianchi,IT,PIAO,401011330.518639,False
ACME-EU-00670,Alpine Peak Capital (670),Ana Garcia,IT,PIAO,1797963644.6478639,True
ACME-EU-00671,Pioneer Equities (671),Paolo Romano,LU,PIAO,4291988664.1915727,True
ACME-EU-00672,Elysian Fund Mgmt (672),Julia Weber,DE,FAM,1163786706.881631,False
ACME-EU-00673,Silverstone Ventures (673),Paolo Romano,NL,PIAO,578413824.9161744,False
ACME-EU-00674,Crestview Asset (674),Robert de Jong,IT,FAM,1631204177.1373284,False
ACME-EU-00675,Nexus Capital EU (675),Isabelle Fournier,FR,PIAO,1102968986.5781772,True
ACME-EU-00676,Azure Blue Fund (676),Marco Moretti,CH,PIAO,4626515685.770983,False
ACME-EU-00677,Vanguard Legacy (677),Marie Lefebvre,LU,PIAO,4339965243.368653,False
ACME-EU-00678,Nordic Horizon Wealth (678),Sarah Müller,IT,PIAO,2498916468.184238,False
ACME-EU-00679,Luminara Equity (679),Ana Garcia,CH,PIAO,307658028.54485625,False
ACME-EU-00680,Nexus Capital EU (680),Luca Bianchi,ES,FAM,3573097168.119688,False
ACME-EU-00681,Vanguard Legacy (681),Jean-Pierre Dubois,IT,PIAO,3117435244.949987,False
ACME-EU-00682,Nexus Capital EU (682),Ana Garcia,DE,PIAO,4852802798.971751,True
ACME-EU-00683,Vanguard Legacy (683),Marie Lefebvre,BE,FAM,2795207248.111614,False
ACME-EU-00684,Pioneer Equities (684),Hans Schmidt,IT,FAM,1682632223.2911441,False
ACME-EU-00685,Nordic Horizon Wealth (685),Luca Bianchi,LU,FAM,2595589446.1992,False
ACME-EU-00686,Alpine Peak Capital (686),Marco Moretti,BE,PIAO,4896337193.731177,False
ACME-EU-00687,Elysian Fund Mgmt (687),Hans Schmidt,ES,PIAO,3482115800.23262,False
ACME-EU-00688,Alpine Peak Capital (688),Ana Garcia,FR,PIAO,3360208713.4973288,False
ACME-EU-00689,Ironclad Holdings (689),Sarah Müller,BE,PIAO,1204167267.039701,False
ACME-EU-00690,Solaris Institutional (690),Sarah Müller,CH,PIAO,3718268985.2855277,False
ACME-EU-00691,Solaris Institutional (691),Erik Janssen,NL,PIAO,3751608875.529387,False
ACME-EU-00692,Obsidian Capital (692),Marco Moretti,IT,FAM,1587127629.8957505,False
ACME-EU-00693,Solaris Institutional (693),Elena Rossi,ES,FAM,2419085448.1211753,True
ACME-EU-00694,Azure Blue Fund (694),Klaus Fischer,ES,PIAO,1473722061.3693397,False
ACME-EU-00695,Crestview Asset (695),Julia Weber,BE,PIAO,1294266646.551109,False
ACME-EU-00696,Obsidian Capital (696),Marie Lefebvre,FR,PIAO,130454455.17717625,False
ACME-EU-00697,Solaris Institutional (697),Jean-Pierre Dubois,DE,PIAO,1426773511.5220072,False
ACME-EU-00698,Obsidian Capital (698),Marie Lefebvre,IT,PIAO,2770295779.441496,False
ACME-EU-00699,Vertex Portfolio (699),Elena Rossi,ES,FAM,9004336.557595104,False
ACME-EU-00700,Luminara Equity (700),Paolo Romano,FR,FAM,1416812199.9645274,False
ACME-EU-00701,Vertex Portfolio (701),Erik Janssen,NL,PIAO,4407170251.283927,False
ACME-EU-00702,Luminara Equity (702),Erik Janssen,ES,FAM,2968649276.951697,False
ACME-EU-00703,Rhone Global Partners (703),Paolo Romano,FR,PIAO,3039706257.5808215,False
ACME-EU-00704,Rhone Global Partners (704),Sofia Conti,LU,PIAO,2017418160.8267398,False
ACME-EU-00705,Summit Trust (705),Paolo Romano,DE,PIAO,3382684245.3185625,False
ACME-EU-00706,Azure Blue Fund (706),Sarah Müller,DE,FAM,950473898.3855654,False
ACME-EU-00707,Azure Blue Fund (707),Sarah Müller,ES,FAM,4093915305.110574,False
ACME-EU-00708,Nordic Horizon Wealth (708),Isabelle Fournier,CH,PIAO,584328910.5595632,False
ACME-EU-00709,Summit Trust (709),Hans Schmidt,ES,FAM,3280350771.9108934,False
ACME-EU-00710,Nexus Capital EU (710),Ana Garcia,BE,FAM,1706405479.7725956,False
ACME-EU-00711,Elysian Fund Mgmt (711),Jean-Pierre Dubois,IT,PIAO,3737817339.9418015,False
ACME-EU-00712,Silverstone Ventures (712),Marco Moretti,FR,FAM,2749272991.778834,False
ACME-EU-00713,Nordic Horizon Wealth (713),Ana Garcia,ES,FAM,2262312839.3551025,False
ACME-EU-00714,Aragon Strategic (714),Marie Lefebvre,IT,PIAO,847942588.0641418,True
ACME-EU-00715,Marathon Growth (715),Isabelle Fournier,BE,PIAO,3184470499.95748,False
ACME-EU-00716,Stellar Partners (716),Sarah Müller,LU,FAM,4873874447.258645,False
ACME-EU-00717,Alpine Peak Capital (717),Erik Janssen,LU,PIAO,4128191521.110168,False
ACME-EU-00718,Vanguard Legacy (718),Marco Moretti,IT,FAM,300980954.75246996,False
ACME-EU-00719,Stellar Partners (719),Sarah Müller,ES,PIAO,1881770662.4275942,True
ACME-EU-00720,Ironclad Holdings (720),Klaus Fischer,DE,PIAO,4627989462.942169,False
ACME-EU-00721,Aragon Strategic (721),Jean-Pierre Dubois,FR,PIAO,2515715694.03755,False
ACME-EU-00722,Crestview Asset (722),Hans Schmidt,FR,PIAO,3310897017.215088,False
ACME-EU-00723,Crestview Asset (723),Sofia Conti,LU,FAM,4563084128.611361,False
ACME-EU-00724,Solaris Institutional (724),Ana Garcia,LU,PIAO,4369099657.408983,False
ACME-EU-00725,Obsidian Capital (725),Ana Garcia,DE,PIAO,2509600057.3270144,False
ACME-EU-00726,Vanguard Legacy (726),Paolo Romano,CH,PIAO,2188793866.9853525,False
ACME-EU-00727,Luminara Equity (727),Elena Rossi,ES,FAM,1699123399.779456,False
ACME-EU-00728,Silverstone Ventures (728),Paolo Romano,LU,FAM,3595378196.3712926,False
ACME-EU-00729,Vertex Portfolio (729),Klaus Fischer,LU,PIAO,1435647010.5582447,False
ACME-EU-00730,Vanguard Legacy (730),Marco Moretti,LU,PIAO,1250188144.5480697,True
ACME-EU-00731,Rhone Global Partners (731),Julia Weber,FR,PIAO,1781893223.1242967,False
ACME-EU-00732,Pioneer Equities (732),Paolo Romano,ES,PIAO,886898069.3370813,True
ACME-EU-00733,Crestview Asset (733),Sofia Conti,BE,PIAO,3475903959.912891,True
ACME-EU-00734,Crestview Asset (734),Isabelle Fournier,ES,PIAO,3081587006.003731,False
ACME-EU-00735,Stellar Partners (735),Paolo Romano,IT,FAM,2414909792.045102,False
ACME-EU-00736,Stellar Partners (736),Paolo Romano,DE,PIAO,1952238570.5285118,True
ACME-EU-00737,Alpine Peak Capital (737),Julia Weber,CH,PIAO,4545403651.940761,False
ACME-EU-00738,Ironclad Holdings (738),Elena Rossi,LU,PIAO,146589801.1605373,False
ACME-EU-00739,Stellar Partners (739),Jean-Pierre Dubois,LU,PIAO,3845769609.7929883,False
ACME-EU-00740,Azure Blue Fund (740),Isabelle Fournier,ES,PIAO,4509645949.172695,False
ACME-EU-00741,Beacon Asset Corp (741),Paolo Romano,CH,PIAO,2232326542.5702,False
ACME-EU-00742,Rhone Global Partners (742),Klaus Fischer,LU,FAM,2753901766.861763,False
ACME-EU-00743,Crestview Asset (743),Erik Janssen,CH,FAM,4722373975.722307,False
ACME-EU-00744,Stellar Partners (744),Hans Schmidt,BE,FAM,1062175298.9122865,True
ACME-EU-00745,Solaris Institutional (745),Sofia Conti,NL,FAM,2601154104.0756397,False
ACME-EU-00746,Crestview Asset (746),Julia Weber,DE,FAM,2374130914.5139365,False
ACME-EU-00747,Ironclad Holdings (747),Hans Schmidt,CH,FAM,1292704846.70398,False
ACME-EU-00748,Summit Trust (748),Julia Weber,FR,PIAO,4093147558.6351666,False
ACME-EU-00749,Elysian Fund Mgmt (749),Klaus Fischer,IT,PIAO,4498103373.2214155,False
ACME-EU-00750,Rhone Global Partners (750),Hans Schmidt,FR,PIAO,3909880966.361256,False
ACME-EU-00751,Azure Blue Fund (751),Julia Weber,LU,PIAO,977599445.2821933,False
ACME-EU-00752,Crestview Asset (752),Marie Lefebvre,BE,PIAO,434656428.87140644,False
ACME-EU-00753,Nordic Horizon Wealth (753),Hans Schmidt,BE,PIAO,3027616982.041406,False
ACME-EU-00754,Nexus Capital EU (754),Elena Rossi,FR,FAM,286416707.7889098,False
ACME-EU-00755,Beacon Asset Corp (755),Luca Bianchi,DE,PIAO,3364456616.901863,True
ACME-EU-00756,Vanguard Legacy (756),Isabelle Fournier,FR,FAM,2652590677.415886,False
ACME-EU-00757,Beacon Asset Corp (757),Marco Moretti,ES,FAM,3314265877.9855742,False
ACME-EU-00758,Marathon Growth (758),Jean-Pierre Dubois,LU,PIAO,2951263697.4750705,False
ACME-EU-00759,Vanguard Legacy (759),Marie Lefebvre,LU,PIAO,2114090145.0663366,False
ACME-EU-00760,Ironclad Holdings (760),Robert de Jong,FR,PIAO,1005185023.5210011,False
ACME-EU-00761,Pioneer Equities (761),Sarah Müller,IT,PIAO,1529204976.9166322,False
ACME-EU-00762,Luminara Equity (762),Klaus Fischer,IT,PIAO,2622978370.5206633,False
ACME-EU-00763,Nexus Capital EU (763),Klaus Fischer,LU,PIAO,3259688600.144382,False
ACME-EU-00764,Rhone Global Partners (764),Paolo Romano,NL,PIAO,3897635601.405758,False
ACME-EU-00765,Aragon Strategic (765),Erik Janssen,IT,FAM,3836086421.526855,False
ACME-EU-00766,Ironclad Holdings (766),Sofia Conti,FR,PIAO,4863471027.562165,False
ACME-EU-00767,Summit Trust (767),Marco Moretti,IT,PIAO,1429921401.868384,False
ACME-EU-00768,Crestview Asset (768),Sarah Müller,LU,FAM,356482430.3589705,False
ACME-EU-00769,Luminara Equity (769),Klaus Fischer,DE,PIAO,1728939020.7737546,False
ACME-EU-00770,Crestview Asset (770),Isabelle Fournier,CH,PIAO,3716729081.6451592,False
ACME-EU-00771,Alpine Peak Capital (771),Marco Moretti,IT,FAM,2191120143.515443,False
ACME-EU-00772,Crestview Asset (772),Hans Schmidt,ES,PIAO,4089124364.5165076,False
ACME-EU-00773,Vertex Portfolio (773),Hans Schmidt,DE,PIAO,2747082499.564889,False
ACME-EU-00774,Vertex Portfolio (774),Robert de Jong,NL,PIAO,4649028821.429885,False
ACME-EU-00775,Vanguard Legacy (775),Sarah Müller,ES,PIAO,4739369346.553345,False
ACME-EU-00776,Marathon Growth (776),Klaus Fischer,FR,PIAO,347453225.5877248,False
ACME-EU-00777,Azure Blue Fund (777),Jean-Pierre Dubois,CH,PIAO,2282610785.1224093,False
ACME-EU-00778,Nexus Capital EU (778),Klaus Fischer,FR,FAM,3048835617.1865907,False
ACME-EU-00779,Aragon Strategic (779),Isabelle Fournier,CH,PIAO,1280106831.5202518,False
ACME-EU-00780,Nordic Horizon Wealth (780),Hans Schmidt,CH,PIAO,2035976820.1155221,False
ACME-EU-00781,Elysian Fund Mgmt (781),Paolo Romano,FR,FAM,3388730024.047374,False
ACME-EU-00782,Pioneer Equities (782),Luca Bianchi,ES,FAM,1134444400.2649088,False
ACME-EU-00783,Alpine Peak Capital (783),Elena Rossi,ES,PIAO,3010304783.5192876,False
ACME-EU-00784,Ironclad Holdings (784),Elena Rossi,CH,FAM,3487541692.993366,True
ACME-EU-00785,Elysian Fund Mgmt (785),Julia Weber,ES,PIAO,453391059.1682379,False
ACME-EU-00786,Nordic Horizon Wealth (786),Jean-Pierre Dubois,CH,PIAO,2488149050.821236,False
ACME-EU-00787,Silverstone Ventures (787),Klaus Fischer,LU,FAM,1316137069.5910296,False
ACME-EU-00788,Elysian Fund Mgmt (788),Elena Rossi,CH,PIAO,3622207393.634225,False
ACME-EU-00789,Elysian Fund Mgmt (789),Julia Weber,LU,PIAO,948587987.1761655,True
ACME-EU-00790,Obsidian Capital (790),Sarah Müller,DE,FAM,4461297339.774994,False
ACME-EU-00791,Luminara Equity (791),Hans Schmidt,BE,FAM,2155275741.255116,False
ACME-EU-00792,Solaris Institutional (792),Sofia Conti,DE,FAM,990817148.50746,False
ACME-EU-00793,Aragon Strategic (793),Erik Janssen,FR,FAM,2190670959.9552965,False
ACME-EU-00794,Rhone Global Partners (794),Marie Lefebvre,BE,PIAO,2044310070.2798307,False
ACME-EU-00795,Azure Blue Fund (795),Hans Schmidt,IT,FAM,2145165878.5090578,False
ACME-EU-00796,Vertex Portfolio (796),Marie Lefebvre,FR,FAM,2928220906.193737,False
ACME-EU-00797,Nordic Horizon Wealth (797),Paolo Romano,NL,FAM,2606347450.842774,False
ACME-EU-00798,Luminara Equity (798),Luca Bianchi,DE,FAM,749735881.2728325,False
ACME-EU-00799,Elysian Fund Mgmt (799),Marco Moretti,ES,FAM,328829784.1605349,False
ACME-EU-00800,Alpine Peak Capital (800),Elena Rossi,DE,PIAO,3647347828.183976,False
ACME-EU-00801,Pioneer Equities (801),Sarah Müller,ES,FAM,2799027462.205639,False
ACME-EU-00802,Solaris Institutional (802),Marie Lefebvre,BE,PIAO,1795644839.6282394,True
ACME-EU-00803,Luminara Equity (803),Erik Janssen,NL,FAM,4041980754.6678715,False
ACME-EU-00804,Crestview Asset (804),Ana Garcia,BE,FAM,1940904312.830524,False
ACME-EU-00805,Elysian Fund Mgmt (805),Klaus Fischer,NL,FAM,3980029482.913437,False
ACME-EU-00806,Vanguard Legacy (806),Elena Rossi,DE,FAM,1529474881.434361,False
ACME-EU-00807,Elysian Fund Mgmt (807),Klaus Fischer,ES,FAM,365153642.42845356,False
ACME-EU-00808,Azure Blue Fund (808),Erik Janssen,BE,FAM,4663265829.305845,False
ACME-EU-00809,Alpine Peak Capital (809),Jean-Pierre Dubois,NL,FAM,1973361095.2775843,False
ACME-EU-00810,Crestview Asset (810),Paolo Romano,CH,FAM,3963670171.67404,True
ACME-EU-00811,Solaris Institutional (811),Marco Moretti,FR,PIAO,1396441521.9783,False
ACME-EU-00812,Vertex Portfolio (812),Elena Rossi,FR,FAM,3232179195.5061564,False
ACME-EU-00813,Azure Blue Fund (813),Klaus Fischer,BE,PIAO,4366681055.415383,True
ACME-EU-00814,Ironclad Holdings (814),Sarah Müller,ES,FAM,209178467.67756164,False
ACME-EU-00815,Marathon Growth (815),Elena Rossi,CH,PIAO,4153348187.66576,False
ACME-EU-00816,Nordic Horizon Wealth (816),Marie Lefebvre,BE,FAM,2857093691.854671,False
ACME-EU-00817,Elysian Fund Mgmt (817),Jean-Pierre Dubois,DE,FAM,3037751297.7889376,False
ACME-EU-00818,Luminara Equity (818),Ana Garcia,NL,FAM,2616266846.029107,False
ACME-EU-00819,Azure Blue Fund (819),Isabelle Fournier,LU,PIAO,4372501041.314928,False
ACME-EU-00820,Pioneer Equities (820),Robert de Jong,DE,PIAO,218123352.82095167,True
ACME-EU-00821,Silverstone Ventures (821),Ana Garcia,FR,PIAO,1305880929.2877047,True
ACME-EU-00822,Pioneer Equities (822),Julia Weber,NL,PIAO,4378936931.756918,False
ACME-EU-00823,Vanguard Legacy (823),Elena Rossi,BE,FAM,3761976166.9572477,False
ACME-EU-00824,Marathon Growth (824),Hans Schmidt,DE,FAM,89208155.73285063,False
ACME-EU-00825,Crestview Asset (825),Luca Bianchi,IT,FAM,2585514409.7653337,False
ACME-EU-00826,Silverstone Ventures (826),Hans Schmidt,LU,PIAO,2648333830.8826613,False
ACME-EU-00827,Stellar Partners (827),Ana Garcia,ES,FAM,2005009793.504424,False
ACME-EU-00828,Elysian Fund Mgmt (828),Marie Lefebvre,CH,PIAO,1487669266.9778864,False
ACME-EU-00829,Nordic Horizon Wealth (829),Hans Schmidt,CH,PIAO,3408942527.211298,False
ACME-EU-00830,Solaris Institutional (830),Sarah Müller,ES,PIAO,1039744533.0590644,False
ACME-EU-00831,Luminara Equity (831),Hans Schmidt,IT,PIAO,3994943861.7964587,False
ACME-EU-00832,Ironclad Holdings (832),Marco Moretti,FR,PIAO,4015382766.6765914,False
